objectId,period[d],period_up_err,period_low_err, number, mean samp, median samp
1226,207.57654385054468,14.764763727944626,9.459567821151893,142,53697.72626760563,53982.425
1227,298.73039581777425,28.439092331473887,17.760531211700084,143,53696.12433566433,53989.43
1235,150.26296018031536,6.618092272733577,3.5592061632059426,148,53711.002702702695,53995.44
1236,310.0775193798448,28.127376262697,5.627145088729833,138,53691.18079710145,53840.38
1242,401.6064257028111,31.82189246086847,3.93146887276572,137,53697.688394160585,53975.42
1260,207.57654385054468,8.432498018237595,6.031404339530837,136,53703.26139705882,53982.425
1301,401.6064257028111,18.711372071878202,6.58141132675695,119,53691.28084033614,53989.43
1303,401.6064257028111,23.300201801251433,6.6245038189069305,101,53719.97821782179,54007.46
1323,33.548603539377616,33.548567261162056,33.49214803562725,143,53718.14097902098,53989.43
1324,445.4342984409799,-1.0,-1.0,146,53703.85993150684,53982.425
1336,298.73039581777425,3.4569035461614135,4.350099501570298,151,53699.96258278145,53989.43
1356,288.1844380403456,17.67332355839966,4.885948604362568,129,53726.084573643406,54000.41
1358,422.38648363252366,22.743534039780172,7.474412410585671,134,53673.9702238806,53702.845
1412,401.6064257028111,20.260323014807568,2.5101279149250786,140,53677.07792857142,53840.38
1437,298.73039581777425,297.80229803565516,3.2082601720929347,111,53685.23135135135,53997.45
1478,298.73039581777425,32.685975432923556,6.047604420816469,107,53628.98074766355,53677.36
1500,401.6064257028111,14.26076777108625,6.595793009812553,120,53717.740750000004,53995.435
1519,422.38648363252366,30.66377033040743,6.6580012644290605,120,53690.56666666666,53984.93
1560,0.0,0.0,0.0,146,53682.789589041095,53702.845
1653,422.38648363252366,23.188914657017904,10.102571823683263,145,53731.95696551724,53994.44
1691,298.73039581777425,23.05490338624321,10.33557740319003,148,53704.554189189184,53840.375
1720,269.1790040376848,23.663157621910614,10.95240257659043,126,53691.1788095238,53840.375
1773,29.976019184652227,29.975243663580766,29.87680818124013,107,53646.91588785047,53699.37
1809,298.73039581777425,22.22696897594909,1.113268795634724,143,53709.85832167832,53994.44
1826,298.73039581777425,26.159514487437605,4.449009070968941,118,53744.054576271184,54008.88
1837,0.0,0.0,0.0,116,53656.50991379311,53702.350000000006
1879,0.0,0.0,0.0,108,53617.248611111114,53699.86
1904,224.7191011235953,22.210446559209316,8.933304410277003,137,53688.71262773722,53700.35
1942,422.38648363252366,24.275190175150215,12.786416355197218,120,53648.452999999994,53682.395000000004
2063,278.35768963117584,24.634720640219655,9.584466579370599,140,53697.38821428571,53702.835
2084,310.0775193798448,29.095474665391123,5.936533172277848,126,53731.29166666665,54002.45
2203,0.0,0.0,0.0,112,53684.603749999995,53982.425
2250,269.1790040376848,32.418846187218605,12.681284643131335,104,53691.986153846156,53991.935
2253,30.65134099616853,30.645590490863455,29.50010908271662,103,53655.22291262135,53679.4
2258,0.0,0.0,0.0,143,53715.12041958042,53975.42
2299,218.6987424822305,9.096507935513387,8.558373110687825,115,53728.17791304347,54000.4
2314,184.1620626151011,11.107976823476662,0.19030786662762011,122,53756.82450819672,53998.925
2400,0.0,0.0,0.0,131,53736.37770992367,53975.41
2432,37.91109847407823,37.9096814301268,37.45627990735546,120,53717.878,53840.37
2449,0.0,0.0,0.0,103,53587.45262135922,53679.4
2474,150.26296018031536,6.244294092782297,2.9296125832513553,141,53735.04482269504,53996.42
2491,0.0,0.0,0.0,138,53715.02173913043,53840.37
2494,260.5863192182408,13.095557457181599,8.885509297129659,132,53749.62772727273,53998.925
2567,335.57046979865754,13.257831762183457,8.116044399806128,143,53717.08391608392,53989.42
2621,0.0,0.0,0.0,104,53731.711634615385,54003.925
2675,218.6987424822305,113.59925236765639,4.495770603560715,131,53691.764961832065,53975.41
2771,260.5863192182408,14.800748898061272,3.9961537484228415,107,53648.411401869154,53697.34
2775,298.73039581777425,30.044763509364884,6.907206547576266,107,53645.59925233645,53705.33
2784,0.0,0.0,0.0,105,53608.139809523804,53679.39
2847,244.94794856093057,27.65525751129394,10.62573166033556,110,53699.009999999995,53984.92
2852,401.6064257028111,37.95354761484157,4.892412186587592,118,53664.276271186434,53698.35
2870,192.86403085824472,158.59486522676937,1.135466721559908,139,53730.10273381295,53994.43
2907,278.35768963117584,16.61343034191799,7.887931303888763,109,53698.457981651365,53705.33
2935,135.31799729363988,69.00045714109159,2.943688725873301,120,53770.725249999996,54008.91499999999
3007,224.7191011235953,21.210454977442993,8.273025780081724,143,53719.69748251748,53994.43
3030,269.1790040376848,3.6777927132792456,12.351955644121688,134,53695.609253731345,53699.85
3138,252.5252525252523,12.937902268416451,7.129340093840256,129,53685.97240310077,53700.34
3140,97.96718099436676,2.4447183066910156,6.3031925765443475,103,53710.43504854367,53705.33
3141,278.35768963117584,2.487715163122232,13.339724226031649,125,53674.55111999999,53699.36
3151,0.0,0.0,0.0,116,53666.60215517241,53702.835
3201,298.73039581777425,17.14066602121534,3.285570131840643,121,53711.72280991735,53705.33
3210,278.35768963117584,20.18061199217709,9.253286458250386,124,53647.10338709677,53682.39
3275,40.74979625101868,40.748714199907084,40.64703908903816,135,53688.449925925925,53700.34
3276,0.0,0.0,0.0,117,53648.64683760684,53681.38
3283,0.0,0.0,0.0,143,53714.52419580419,53994.43
3298,310.0775193798448,34.91166066065199,4.593181990632047,109,53730.58128440367,53997.44
3339,231.0803004043903,238.2555316927863,7.954131551338946,137,53674.09905109489,53699.36
3341,278.35768963117584,15.963298478119668,22.805881580161326,124,53701.92604838709,53995.425
3357,14.263300527742096,14.263231235128472,14.216376746844096,113,53700.18256637168,53697.34
3409,269.1790040376848,19.658628002853902,8.86320387976707,120,53614.214583333334,53680.86
3498,288.1844380403456,27.891147589140246,17.825201325592957,112,53699.90133928571,53699.85
3532,288.1844380403456,36.075182009276034,6.448002278225658,143,53704.31027972028,53989.42
3538,252.5252525252523,17.862169592061775,3.589643792669108,118,53726.958644067796,53996.93
3545,224.7191011235953,18.30552426607622,6.889143053046752,137,53703.43204379562,53994.43
3568,401.6064257028111,18.253154826216928,0.2001516491857842,124,53718.18806451612,53991.925
3619,0.0,0.0,0.0,103,53767.72446601942,54009.44
3653,422.38648363252366,22.169445196078982,12.845475888155363,120,53649.53333333333,53691.84
3710,38.26652635606996,38.26636691349105,38.25914111027192,104,53649.77201923077,53984.92
3713,322.32070910555984,20.688868984583507,22.19812079670794,130,53688.67115384615,53994.945
3731,260.5863192182408,22.55234866103416,10.484863728925859,105,53718.292285714284,53997.44
3823,260.5863192182408,20.27887078171767,11.845259317280238,131,53693.605954198465,53994.43
3833,298.73039581777425,21.729021416994783,10.320253361037658,128,53699.766328125,53704.82
3838,278.35768963117584,21.616477858357996,8.569853265938661,122,53724.56106557378,53994.945
3860,0.0,0.0,0.0,144,53717.10736111111,53994.945
3866,116.07661056297141,56.09729641348363,115.57811210524555,136,53690.924044117644,53840.365000000005
3906,207.57654385054468,11.925143472355046,24.4742682704441,134,53680.45380597014,53704.82
3949,298.73039581777425,18.454074637976248,5.517489681235304,125,53674.52216,53700.33
3972,310.0775193798448,24.595033699553937,6.534101470699113,141,53713.59780141844,53994.43
3991,16.154436412099646,16.143640234794574,16.14910453236781,115,53645.763478260866,53681.38
4033,0.0,0.0,0.0,131,53688.314885496184,53704.32
4049,92.42144177449156,28.19743687607516,2.531798933483188,111,53638.91099099099,53704.32
4154,278.35768963117584,193.6443199920319,6.0160340703059205,126,53660.45761904762,53699.845
4163,197.53086419753066,11.176600256915776,6.509910830831643,128,53725.52046875,53995.93
4211,401.6064257028111,31.983785877462196,2.4273002449419323,109,53735.16036697248,54000.39
4265,278.35768963117584,14.822990056443302,11.064347919745728,118,53673.91618644068,53692.305
4303,401.6064257028111,31.95380972354343,1.7687929209885738,123,53704.14951219513,53700.33
4339,269.1790040376848,117.49163309342353,5.470590221994087,127,53699.400393700795,53994.43
4437,0.0,0.0,0.0,104,53624.24663461539,53690.36
4514,298.73039581777425,20.283807922077017,10.327983499650998,139,53729.612014388484,53996.41
4518,29.120559114734952,29.120472087079023,29.119288953375403,103,53683.561165048544,53997.44
4606,224.7191011235953,6.989039463336212,3.3327343463831482,136,53739.05955882353,53994.94
4613,0.0,0.0,0.0,122,53710.260327868855,53982.405
4641,244.94794856093057,807.9465832102069,10.532115672689713,120,53672.49933333334,53704.82
4737,0.0,0.0,0.0,111,53596.39324324324,53679.38
4795,445.4342984409799,-1.0,-1.0,142,53713.63302816901,53991.915
4865,36.228602481659216,36.22860064919016,36.225521347161354,136,53722.10742647059,53995.93
4961,25.092528699579656,25.091396865416716,25.080970012160197,115,53710.18834782608,53995.45
4968,137.59889920880616,117.85908901675779,101.08851131990592,140,53705.056357142865,53991.915
4982,224.7191011235953,28.094797821445695,5.895987125095189,124,53633.21233870968,53685.335
5120,422.38648363252366,8.70849843956347,4.550294437524485,126,53672.369999999995,53698.34
5122,33.68704733030144,33.683393636323764,33.674361021859966,102,53614.803137254894,53681.86
5153,27.8299589508105,27.828818507842552,27.788357076682363,101,53634.51138613862,53683.39
5171,0.0,0.0,0.0,108,53689.39972222221,53994.935
5213,231.0803004043903,14.0608130504842,6.283262251410321,125,53758.869199999994,53996.41
5278,0.0,0.0,0.0,108,53681.70518518518,53993.915
5279,45.52179355866614,45.52131888853106,45.28504841047299,116,53715.85189655172,54007.9
5289,278.35768963117584,16.82261690062063,0.05490440390144613,142,53723.721338028176,53991.915
5294,0.0,0.0,0.0,114,53629.43052631578,53682.380000000005
5336,135.31799729363988,22.514629290069678,3.350240508704161,128,53720.057578125,53994.935
5348,0.0,0.0,0.0,108,53687.30814814814,53846.86
5356,310.0775193798448,21.826128682557453,6.553042565152964,135,53704.948814814816,53975.4
5378,78.24726134585278,74.54395863337906,78.06732965580089,115,53663.82408695651,53989.41
5420,202.42914979757063,9.308916556053958,1.642161417312991,117,53739.06324786324,53996.4
5423,269.1790040376848,244.60279355242335,4.306158059883671,115,53682.014956521736,53699.35
5456,252.5252525252523,16.856271039972,8.593866693370444,136,53728.12602941177,53993.915
5506,0.0,0.0,0.0,125,53668.39288,53699.35
5554,401.6064257028111,3890.791091747411,0.009454040193020319,127,53716.265748031496,53975.4
5638,0.0,0.0,0.0,103,53674.08766990292,53699.35
5655,0.0,0.0,0.0,117,53754.59102564102,54011.42
5663,202.42914979757063,3.3362697227636318,2.029249165063163,133,53695.418721804504,53975.4
5711,244.94794856093057,15.79552748477471,5.04501176201822,127,53684.74834645669,53699.35
5747,260.5863192182408,18.50564365285254,10.72744754350947,101,53663.99861386137,53698.32
5752,322.32070910555984,20.32030072637332,2.2932798415782827,137,53689.84058394161,53699.35
5802,29.976019184652227,29.975766535702746,29.811263691963077,116,53649.09775862069,53682.375
5846,382.77511961722473,30.924391938477186,1.4261534064385728,140,53713.6655,53982.405
5880,0.0,0.0,0.0,137,53717.1900729927,53975.4
5896,176.21145374449318,8.334095239426233,1.8713696116044503,103,53651.875922330095,53680.32
5913,218.6987424822305,0.3549846909498342,3.503122000198033,128,53704.58578125,53994.93
5926,335.57046979865754,17.2606847486839,17.778186751010765,119,53716.574117647055,53994.42
5933,269.1790040376848,13.696912254035965,2.965227351747501,139,53715.9117266187,53989.4
5939,288.1844380403456,29.408013333773454,5.585035198222556,124,53659.5818548387,53685.325
5956,322.32070910555984,20.31270719958661,2.0359730225801513,118,53650.501610169486,53685.325
5967,422.38648363252366,23.38468164943498,10.087685987542386,127,53695.263228346455,53704.31
6013,288.1844380403456,16.285219938483237,9.61360107702086,126,53699.769444444435,53991.405
6028,35.288928098808945,35.27883194357128,35.26520679458172,134,53687.632910447755,53701.83
6067,197.53086419753066,8.536294530383884,0.7667049603595046,130,53682.94807692308,53701.83
6084,218.6987424822305,15.528775949015,3.072296627935515,128,53705.07453125,53993.915
6118,224.7191011235953,224.65846881650054,8.456206840206363,120,53702.77133333334,53994.93
6127,218.6987424822305,2.8537560566370246,5.147186701375745,131,53740.30450381679,53993.41
6150,422.38648363252366,25.08200150103505,12.884664843407506,113,53702.01699115044,53704.31
6170,401.6064257028111,35.78733605197044,4.043842242397886,121,53697.27867768595,53993.41
6186,0.0,0.0,0.0,108,53681.12694444444,53993.915
6187,269.1790040376848,65.30680163559748,7.57308788606349,103,53738.250970873785,54000.38
6194,55.409336473195644,53.06659179656067,55.26601653657976,122,53674.90278688525,53698.83
6202,0.0,0.0,0.0,117,53666.71205128205,53975.39
6219,310.0775193798448,15.92118475473751,9.75548763732155,111,53657.19918918918,53994.42
6246,0.0,0.0,0.0,124,53681.70927419354,53982.395000000004
6255,401.6064257028111,110.8833730397069,18.451373268967075,124,53704.28314516129,53995.92
6287,0.0,0.0,0.0,103,53646.54825242718,53681.36
6299,278.35768963117584,25.986881493875217,7.492677732981065,122,53717.75729508196,53994.93
6375,27.735404243516804,27.734890111271913,27.68940398727108,112,53688.989642857145,53698.83
6449,244.94794856093057,27.44356022863863,12.121886311760193,121,53682.23809917355,53699.34
6480,335.57046979865754,15.151837858275314,8.171703844825231,125,53739.39344,54000.38
6488,156.0062402496098,6.398382171125235,2.7757982469942704,137,53715.2403649635,53995.44
6500,32.097576632964156,32.06902897289198,30.951219862990037,114,53641.36859649123,53698.83
6502,278.35768963117584,27.78872073941443,8.768976879115598,108,53703.535092592596,53839.845
6517,0.0,0.0,0.0,144,53720.629583333335,53995.92
6545,0.0,0.0,0.0,115,53647.37773913043,53697.32
6566,288.1844380403456,16.437508035686506,9.625216528758074,107,53683.90018691588,53697.32
6579,288.1844380403456,14.576331356729042,14.237118560475096,109,53694.12733944955,53704.3
6586,269.1790040376848,14.368485483531515,11.134391270870651,114,53659.35385964911,53685.325
6629,244.94794856093057,63.12004633373502,8.830201483245531,136,53734.17551470589,53998.39
6699,0.0,0.0,0.0,122,53704.16770491802,53998.39
6719,322.32070910555984,20.15639855737561,10.757497181924805,106,53607.989528301885,53676.865000000005
6721,244.94794856093057,244.7957505162544,10.542351760351892,106,53683.89433962264,53994.925
6728,28.610256777054524,28.60849345363561,28.596424073535538,129,53683.464651162794,53989.4
6755,260.5863192182408,22.8484012679167,9.033833593447667,125,53664.3412,53698.32
6760,31.600568810238528,31.600514840268175,31.495749249174494,114,53696.02359649122,54009.85
6775,0.0,0.0,0.0,125,53637.67752000001,53683.38
6883,0.0,0.0,0.0,124,53658.3904032258,53839.845
6907,116.07661056297141,97.23599761760947,48.605169633575244,139,53693.28345323741,53993.4
6938,252.5252525252523,174.11663244030217,3.4619960574800928,135,53728.64466666666,53995.44
6946,278.35768963117584,14.373037661335559,15.30018135487802,133,53694.14578947368,53989.4
6965,79.7766254487434,20.893585667922657,1.55266551129192,114,53616.168684210534,53697.82
6988,31.97186475901202,31.936284620106953,31.963933900038196,112,53640.417767857136,53839.845
7008,322.32070910555984,17.480279001055976,6.661423944550279,125,53730.229759999995,53995.44
7022,252.5252525252523,20.323833868199074,11.209378183631657,132,53749.347348484844,53998.380000000005
7075,298.73039581777425,17.353611341330975,3.690426330636569,114,53681.92526315789,53982.395000000004
7093,231.0803004043903,11.503932871834877,2.778287085796933,124,53706.89306451612,53994.925
7122,0.0,0.0,0.0,118,53670.33788135595,53839.845
7129,269.1790040376848,24.161753744971236,8.418074705625486,104,53700.55653846154,53994.925
7178,117.75095672652326,91.64852225816921,2.4849825939337933,135,53712.36274074073,53994.41
7219,224.7191011235953,15.604055899185482,5.161370759650765,138,53706.426594202894,53993.905
7317,401.6064257028111,22.39584789650877,5.152757920138697,134,53704.95888059701,53993.905
7382,150.26296018031536,5.7640891516913655,5.121411512065237,107,53652.976915887855,53697.31
7425,0.0,0.0,0.0,129,53696.45930232558,53989.4
7446,422.38648363252366,28.564333205913442,6.331905073478026,128,53669.81999999999,53839.845
7453,218.6987424822305,91.33095031549537,2.755675517560462,135,53707.76651851851,53995.43
7529,310.0775193798448,17.744632496649558,5.331496205000747,121,53738.262314049585,53996.39
7588,231.0803004043903,41.67038717053637,7.624995612159324,129,53695.37294573643,53989.39
7590,224.7191011235953,18.692045231407974,5.576148661808418,115,53698.08,54010.34
7592,52.21932114882499,52.20152619448219,51.90419049322714,102,53638.900784313744,53701.305
7656,150.26296018031536,150.2767301483275,0.990194193962509,128,53683.872890624996,53991.9
7668,244.94794856093057,9.006884519265583,4.3692240525446095,104,53630.73855769231,53697.81
7739,260.5863192182408,37.762420024086055,18.75509849123003,128,53700.162578125,53998.380000000005
7741,401.6064257028111,20.192808091794234,6.623672571280338,139,53709.086043165466,54000.37
7748,322.32070910555984,20.295846568345496,1.5361945953164877,124,53704.931935483866,53998.380000000005
7759,224.7191011235953,220.64555527763298,3.8894370943878016,135,53703.38688888888,54000.37
7769,445.4342984409799,-1.0,-1.0,101,53618.72297029704,53681.36
7825,401.6064257028111,280.42236392238857,4.095122226952469,134,53687.935522388056,53994.92
7925,237.81212841854912,237.81225673586573,7.972482239702174,111,53668.829099099115,53975.38
7928,288.1844380403456,26.143513948039356,3.8394144566840964,132,53699.7431060606,53993.895000000004
7962,278.35768963117584,78.9246860389627,1.6622475501602025,120,53691.132,54007.884999999995
7977,310.0775193798448,20.94336817661258,5.300845916218179,122,53673.586639344256,53991.895000000004
7978,310.0775193798448,18.8566740007941,6.937697940530313,117,53676.33965811966,53704.3
7991,231.0803004043903,74.24340557448195,2.9879361576516317,134,53697.16858208955,53994.915
8009,188.41262364578407,6.3833774211705645,0.7881459874277255,111,53718.32333333334,53994.4
8080,260.5863192182408,54.85552529681587,9.01680299528175,112,53648.18794642857,53695.81
8224,0.0,0.0,0.0,122,53698.72549180328,53998.380000000005
8284,401.6064257028111,24.4350277791865,7.81236774435763,131,53694.32412213741,53994.4
8296,0.0,0.0,0.0,120,53714.781416666665,54007.880000000005
8319,0.0,0.0,0.0,124,53692.438306451615,53994.915
8343,224.7191011235953,44.63753578206121,8.440891645104898,113,53753.021946902656,54020.34
8360,0.0,0.0,0.0,131,53687.81419847329,53989.39
8382,0.0,0.0,0.0,106,53612.85018867926,53982.384999999995
8403,322.32070910555984,23.997677090606544,4.9055956396812235,111,53687.16306306306,53989.39
8413,322.32070910555984,18.910630573376807,6.560953923888576,137,53684.83094890511,53994.4
8473,168.91891891891873,158.74047880087028,4.742713195910028,124,53627.78322580645,53697.81
8475,445.4342984409799,-1.0,-1.0,119,53674.92848739495,53975.38
8549,218.6987424822305,0.2396747253704632,7.89598107980612,136,53707.75750000001,53998.369999999995
8572,422.38648363252366,23.166047765271855,10.088660991095423,143,53680.162657342655,53994.4
8607,260.5863192182408,24.654843864991733,7.84160599915333,135,53707.708000000006,54000.36
8629,156.0062402496098,144.19452493488834,2.9919342864351677,103,53579.05805825242,53681.35
8694,401.6064257028111,34.37584211115802,2.133212368530735,101,53723.32801980197,54008.34
8700,0.0,0.0,0.0,135,53675.987259259266,53993.39
8707,24.34422737508364,24.342719674715802,24.19406584510292,108,53614.2185185185,53695.805
8728,0.0,0.0,0.0,128,53696.978671875,53994.91
8763,70.78393204742514,54.13872354394111,22.038473086191203,129,53660.63209302326,53989.39
8777,184.1620626151011,170.22375444035208,83.83054905884002,119,53636.5176470588,53975.38
8836,310.0775193798448,20.52293994357973,2.3851710908922996,121,53616.669669421484,53697.31
8884,137.59889920880616,3.2788964220013668,3.3673585069323053,122,53644.99975409835,53701.295
8917,218.6987424822305,16.45907754309343,3.357909481201574,131,53685.77770992366,53993.39
8919,28.71088142405967,28.710857221344007,28.602753917015296,128,53653.135390625,53991.39
8982,121.24886329190646,2.2473382576554997,2.7664882077012862,102,53660.94813725488,53995.39
9011,28.411108743518664,28.41096939653129,28.401746740845642,130,53639.07161538462,53701.295
9017,224.7191011235953,223.91850495777385,9.153566677543182,141,53664.454893617025,53975.37
9022,0.0,0.0,0.0,108,53588.16435185185,53689.825
9040,212.99254526091565,59.03228094893208,4.691291352529959,136,53679.558088235295,53989.884999999995
9080,322.32070910555984,24.80018214410279,11.981075068242376,112,53670.664910714295,53840.33
9083,422.38648363252366,35.95851168402095,4.840029663647385,134,53675.00634328359,53993.895000000004
9093,0.0,0.0,0.0,111,53645.49738738739,53989.38
9121,168.91891891891873,8.721637131770223,5.269785219911171,102,53586.89078431372,53676.85
9134,231.0803004043903,53.242507432337504,6.498105231189413,109,53678.60779816513,53975.37
9147,128.90750886239107,54.525720002544986,128.15952711923708,140,53682.783500000005,53991.89
9236,26.91246720043055,0.6327612007504371,8.071693817354923,129,53664.20139534884,53975.37
9247,172.4881414402758,5.143533689149081,11.908796340947305,101,53693.28881188117,53996.38
9324,252.5252525252523,18.756801575869417,3.7794064774148524,126,53634.118174603165,53840.33
9329,244.94794856093057,16.762979939048932,4.328623616160911,111,53698.28567567567,53989.38
9338,0.0,0.0,0.0,113,53624.56292035399,53685.3
9344,51.55968032998187,50.28320083354716,48.53547953669178,103,53607.587766990284,53697.3
9370,22.65518803806068,22.654659362074625,22.65500463321068,129,53688.293488372095,54000.36
9375,46.29629629629622,46.27241752592245,46.282896191154244,132,53667.232954545456,53982.375
9393,401.6064257028111,19.08564996918551,6.5995010103349045,137,53700.15656934307,53994.4
9469,0.0,0.0,0.0,117,53696.33512820512,53990.38
9616,0.0,0.0,0.0,129,53699.19775193798,53995.42
9633,150.26296018031536,39.097401485181706,5.258991272561559,126,53722.32253968254,53998.369999999995
9642,401.6064257028111,34.38426579062309,6.574437238896849,129,53667.646124031,53975.37
9675,0.0,0.0,0.0,117,53651.76589743589,53705.29
9723,0.0,0.0,0.0,108,53623.26981481482,53984.880000000005
9791,422.38648363252366,30.99120252371705,11.026808997270393,104,53713.87778846155,53995.899999999994
9805,322.32070910555984,18.843930774424905,12.296323573060704,139,53699.47338129497,53994.39
9838,260.5863192182408,18.338048737021666,8.007453573625554,110,53671.046181818165,53991.88
9896,422.38648363252366,34.33933498593399,12.885220984106354,130,53670.07476923078,53982.375
9940,401.6064257028111,13.239184273907028,4.08411258944858,124,53670.99741935484,53989.88
9963,106.95187165775387,57.87907101154482,1.5993846448544105,105,53663.76761904763,53705.28
9977,269.1790040376848,4.695324925851537,14.79463452426586,116,53717.19060344828,53994.905
10045,207.57654385054468,39.17301512418328,8.24304983637623,129,53730.13465116279,54007.4
10090,288.1844380403456,11.520401137371948,5.7519309026407655,113,53629.721061946904,53705.28
10091,231.0803004043903,11.766236384499422,1.657055654585463,140,53729.30821428571,53998.365
10151,401.6064257028111,27.35553243111457,5.941856431946178,123,53704.06658536586,53994.39
10153,310.0775193798448,30.53462713508719,3.012609974420286,126,53682.817936507934,53994.89
10170,34.39676670392977,34.39662964809236,34.341846164210956,107,53657.06037383177,53698.3
10224,36.55304761034446,36.5381604744292,36.304042928777456,127,53677.698110236204,53975.37
10271,310.0775193798448,21.143142154224734,10.37119741210256,115,53643.59043478261,53693.3
10316,349.95625546806633,21.533861731327818,3.731301965460318,122,53716.67295081969,53994.89
10329,16.924769400016896,16.90022279857093,16.923925969145102,143,53720.698111888116,54000.35
